Inilah perkataan Lemuel, raja Masa, yang diajarkan ibunya kepadanya.	Areya’ ca’-oca’ se edhabuwagi ebu Lemuwel, rato Masa ka pottrana,
Ia membuat pakaian dari lenan, dan menjualnya, ia menyerahkan ikat pinggang kepada pedagang.	Kalambi ban sabbu’ ekagabay, pas ejuwal ka sodagar.
Pakaiannya adalah kekuatan dan kemuliaan, ia tertawa tentang hari depan.	Babine’ jareya ehormat ban ekatako’e oreng, ta’ kobater ngadhebbi bakto e budhi are.
Ia membuka mulutnya dengan hikmat, pengajaran yang lemah lembut ada di lidahnya.	Pacacana lemma’ manes ce’ alossa; ca’-oca’na bicaksana.
Ia mengawasi segala perbuatan rumah tangganya, makanan kemalasan tidak dimakannya.	Mon alalakon ce’ bajengnga, ta’ nga-satengnga ngoros kabutowanna roma tatanggana.
Anak-anaknya bangun, dan menyebutnya berbahagia, pula suaminya memuji dia:	Babine’ jareya ehormat bi’ na’-ana’na, sarta ealem bi’ lakena.
Banyak wanita telah berbuat baik, tetapi kau melebihi mereka semua.	"Bannya’ babine’ se becce’," ca’na lakena, "tape ba’na se paleng becce’ dhari sakabbinna."
Kemolekan adalah bohong dan kecantikan adalah sia-sia, tetapi isteri yang takut akan TUHAN dipuji-puji.	Roba se raddin ta’ ekenneng parcaja, raddinna mowa bisa elang; tape babine’ se ta’at ka PANGERAN pantes ealem salanjangnga.
Berilah kepadanya bagian dari hasil tangannya, biarlah perbuatannya memuji dia di pintu-pintu gerbang!	Bales kabecce’anna, jareya babine’ se patot ehormadi e man-dhimman.
Perkataan Agur bin Yake dari Masa. Tutur kata orang itu: Aku berlelah-lelah, ya Allah, aku berlelah-lelah, sampai habis tenagaku.	Areya’ babala’anna Agur ana’na Yake dhari Masa: "Abdidalem lesso, Guste Allah, abdidalem ce’ lessona! Abdidalem ampon ta’ gadhuwan kakowadan!
Sebab aku ini lebih bodoh dari pada orang lain, pengertian manusia tidak ada padaku.	Abdidalem budhu akadi keban; ta’ gadhuwan pangarteyan pa-ponapa.
Juga tidak kupelajari hikmat, sehingga tidak dapat kukenal Yang Mahakudus.	Abdidalem ta’ oneng ajar parkara hekmat, ta’ oneng pa-ponapa parkara Allah.
Siapakah yang naik ke sorga lalu turun? Siapakah yang telah mengumpulkan angin dalam genggamnya? Siapakah yang telah membungkus air dengan kain? Siapakah yang telah menetapkan segala ujung bumi? Siapa namanya dan siapa nama anaknya? Engkau tentu tahu!	Manossa ka’imma se oneng ongga toron sowarga? Se oneng mergem angen e dhalem tanangnga, otaba mondu’ aeng sareng kalambina, sareng neptebbagi tes-batessa dunnya? Pasera oreng gapaneka, ban pasera ana’na? Tanto Junandalem ngagali!
Semua firman Allah adalah murni. Ia adalah perisai bagi orang-orang yang berlindung pada-Nya.	Allah neptebbi saneyap janjina. Allah reya akantha tameng ka sakabbinna oreng se ngaop ka Salerana.
Jangan menambahi firman-Nya, supaya engkau tidak ditegur-Nya dan dianggap pendusta.	Mon ba’na nambai apa se edhabuwagi Salerana, ba’na tanto epaenga’ ban Salerana tanto abukteyagi ja’ ba’na reya oreng lecegan."
Dua hal aku mohon kepada-Mu, jangan itu Kautolak sebelum aku mati, yakni:	"Ya Allah, abdidalem nyo’ona ka Junandalem sabellunnepon abdidalem mate, kasokana Junandalem marenge abdidalem parkara se dhadhuwa’ ka’dhinto.
Jauhkanlah dari padaku kecurangan dan kebohongan. Jangan berikan kepadaku kemiskinan atau kekayaan. Biarkanlah aku menikmati makanan yang menjadi bagianku.	Ja’ kantos abdidalem acaca ta’ jujur sareng lecek, jugan ja’ kantos abdidalem mesken otaba sogi. Parenge abdidalem namong se ekaparlo abdidalem saos.
Supaya, kalau aku kenyang, aku tidak menyangkal-Mu dan berkata: Siapa TUHAN itu? Atau, kalau aku miskin, aku mencuri, dan mencemarkan nama Allahku.	Sabab, manabi abdidalem sogi, olle daddi abdidalem ngoca’ ja’ abdidalem ta’ buto ka Junandalem. Ban manabi abdidalem mesken, olle daddi abdidalem ngeco’ kantos abdidalem macemmer asmaepon Junandalem."
Jangan mencerca seorang hamba pada tuannya, supaya jangan ia mengutuki engkau dan engkau harus menanggung kesalahan itu.	Ja’ metenna bareng ka lorana, dhaggi’ ba’na ebasto ban eanggep sala.
Ada keturunan yang mengutuki ayahnya dan tidak memberkati ibunya.	Badha oreng se abasto eppa’na ban ta’ ngargai ebuna.
Ada keturunan yang menganggap dirinya tahir, tetapi belum dibasuh dari kotorannya sendiri.	Badha oreng se nganggep socce aba’na, mangka sabendherra aba’na ce’ kotorra.
Ada keturunan yang berpandangan angkuh, yang terangkat kelopak matanya.	Badha oreng se apangrasa aba’na ce’ becce’na — ce’ becce’na parana!
Ada keturunan yang giginya adalah pedang, yang gigi geliginya adalah pisau, untuk memakan habis dari bumi orang-orang yang tertindas, orang-orang yang miskin di antara manusia.	Badha oreng se nyare kasap kalaban cara se kejjem; bengnges ban merres oreng mesken se ta’ andhi’ kakowadan.
Si lintah mempunyai dua anak perempuan: "Untukku!" dan "Untukku!" Ada tiga hal yang tak akan kenyang, ada empat hal yang tak pernah berkata: "Cukup!"	Lenta darat andhi’ ana’ dhadhuwa’, se dhadhuwa’ nyamana "Kaangguy sengko’!" Badha empa’ parkara se ta’ tao badha tobugga:
Dunia orang mati, dan rahim yang mandul, dan bumi yang tidak pernah puas dengan air, dan api yang tidak pernah berkata: "Cukup!"	dunnyana oreng mate, babine’ se ta’ tao andhi’ ana’, tana kerreng se ngarep ojan ros-terrosan, ban apoy se ngolap ka man-dhimman.
Mata yang mengolok-olok ayah, dan enggan mendengarkan ibu akan dipatuk gagak lembah dan dimakan anak rajawali.	Oreng se ngethessagi eppa’na otaba ebuna se la towa, sapantessa eontallagi kalowar me’ olle matana ecocco’ dhangdhang ban mayyidda ekakan mano’ rajabali.
Ada tiga hal yang mengherankan aku, bahkan, ada empat hal yang tidak kumengerti:	Badha empa’ parkara se sengko’ ta’ duli ngarte polana malarat:
jalan rajawali di udara, jalan ular di atas cadas, jalan kapal di tengah-tengah laut, dan jalan seorang laki-laki dengan seorang gadis.	mano’ rajabali se ngabber e bang-abang, olar se agalajar e attassa bato karang, kapal se alajar e tengnga tase’ raja, ban sapasang ngangodhadan se teppa’na saleng taresna.
Inilah jalan perempuan yang berzinah: ia makan, lalu menyeka mulutnya, dan berkata: Aku tidak berbuat jahat.	Areya’ kasalenterranna babine’ se ta’ esto ka lakena: Samarena azina laju ngakan pas ngessot colo’na, laju ngoca’, "Sengko’ ta’ alako pa-apa!"
Karena tiga hal bumi gemetar, bahkan, karena empat hal ia tidak dapat tahan:	Badha empa’ parkara se ta’ gampang etarema reng-oreng sadunnya:
karena seorang hamba, kalau ia menjadi raja, karena seorang bebal, kalau ia kekenyangan makan,	bareng se daddi rato, oreng budhu se ngaolle sabarang se ekaterro,
karena seorang wanita yang tidak disukai orang, kalau ia mendapat suami, dan karena seorang hamba perempuan, kalau ia mendesak kedudukan nyonyanya.	babine’ se bisa nemmo lake mangkana babine’ jareya ta’ ekaleburi oreng, bareng bine’ se arampas kennengnganna lora bine’na.
Ada empat binatang yang terkecil di bumi, tetapi yang sangat cekatan:	E bume reya badha keban kene’ tape ce’ penterra, bannya’na pa’ macem, iya areya:
semut, bangsa yang tidak kuat, tetapi yang menyediakan makanannya di musim panas,	Bilis, keban se ta’ kowat, tape nyadhiya’agi kakanna e mosem panas.
pelanduk, bangsa yang lemah, tetapi yang membuat rumahnya di bukit batu,	Kancel, keban se ta’ andhi’ kakowadan, tape agabay rongkangnga e gumo’ bato.
belalang yang tidak mempunyai raja, namun semuanya berbaris dengan teratur,	Balang, keban se ta’ andhi’ rato, tape abaris bagus atoranna.
cicak yang dapat kautangkap dengan tangan, tetapi yang juga ada di istana-istana raja.	Cekcek, keban se ekenneng pega’ bi’ tanang, tape badha e karaton.
Ada tiga binatang yang gagah langkahnya, bahkan, empat hal yang gagah jalannya, yakni:	Badha empa’ parkara se nyarepsep ka ate mon etetene carana ajalan, iya areya:
singa, yang terkuat di antara binatang, yang tidak mundur terhadap apapun.	Macan, keban se kowat e antarana sakabbinna keban ban ta’ tako’ ka pa-apa;
Ayam jantan yang angkuh, atau kambing jantan, dan seorang raja yang berjalan di depan rakyatnya.	embi’ lake’, ajam lake’ se sodek pajalanna, ban rato e adha’anna ra’yadda.
Bila engkau menyombongkan diri tanpa atau dengan berpikir, tekapkanlah tangan pada mulut!	Mon lantaran kabudhuwanna ba’na kalaban angko andhi’ sajja se jahat, senga’!
Sebab, kalau susu ditekan, mentega dihasilkan, dan kalau hidung ditekan, darah keluar, dan kalau kemarahan ditekan, pertengkaran timbul.	Sabab mon ba’na ngocco’ susu ba’na tanto olle mantega. Mon ba’na mokol elongnga oreng, tanto kalowar dhara. Mon ba’na mapeggel oreng, tanto ba’na pas atokar.
Siapa bersitegang leher, walaupun telah mendapat teguran, akan sekonyong-konyong diremukkan tanpa dapat dipulihkan lagi.	Sapa se terros alaban mon ela-balai oreng e settong bakto tanto ancor ta’ ekenneng tolong pole.
Jika orang benar bertambah, bersukacitalah rakyat, tetapi jika orang fasik memerintah, berkeluhkesahlah rakyat.	Mon oreng adil neggu’ kakobasa’an, ra’yat perak. Tape mon oreng jahat kobasa, ra’yat nyangsara.
Orang yang mencintai hikmat menggembirakan ayahnya, tetapi siapa yang bergaul dengan pelacur memboroskan harta.	Sapa se lebur ka hekmat, masenneng atena eppa’na. Sapa se apolongan ban sondel wang-mowang pessena.
Dengan keadilan seorang raja menegakkan negerinya, tetapi orang yang memungut banyak pajak meruntuhkannya.	Mon pangobasa agateyagi kaadilan, nagarana tanto koko, tape mon se epekkere pesse malolo, nagarana tanto ngalotor.
Orang yang menjilat sesamanya membentangkan jerat di depan kakinya.	Sapa se lem-ngalem sasamana, masang jebbak kaangguy aba’na dibi’.
Orang yang jahat terjerat oleh pelanggarannya, tetapi orang benar akan bersorak dan bersukacita.	Oreng jahat tajira’ bi’ dusana, oreng jujur senneng ban bajjra odhi’na.
Orang benar mengetahui hak orang lemah, tetapi orang fasik tidak mengertinya.	Oreng becce’ tao ka ha’na oreng se ta’ kellar apa-rapa, tape oreng jahat ta’ ngarte ka parkara jareya.
Pencemooh mengacaukan kota, tetapi orang bijak meredakan amarah.	Oreng se dujan nyale bisa masalbut kottha, tape se bicaksana mataremtem kabadha’anna.
Jika orang bijak beperkara dengan orang bodoh, orang bodoh ini mengamuk dan tertawa, sehingga tak ada ketenangan.	Mon oreng bicaksana ban oreng budhu aparkara, se budhu pera’ ngamok ban agella’an mabaridhu kabadha’an.
Orang yang haus akan darah membenci orang saleh, tetapi orang yang jujur mencari keselamatannya.	Oreng se bagus atena ekabaji’i oreng se terro ngero’a dhara, tape eaobi bi’ oreng se becce’ atena.
Orang bebal melampiaskan seluruh amarahnya, tetapi orang bijak akhirnya meredakannya.	Oreng budhu mon peggel rang-terrangan, tape oreng bicaksana sabbar ban ngampet napsona.
Kalau pemerintah memperhatikan kebohongan, semua pegawainya menjadi fasik.	Mon pangobasa ngedhingngagi kabar lecegan, kabbi ponggabana tanto daddi jahat.
Si miskin dan si penindas bertemu, dan TUHAN membuat mata kedua orang itu bersinar.	Oreng mesken ban oreng se nganeyaja aba’na padha andhi’ settong parkara se tadha’ bidana, bi’ PANGERAN padha eparenge mata sopaja nangale sonar se tera’.
Raja yang menghakimi orang lemah dengan adil, takhtanya tetap kokoh untuk selama-lamanya.	Mon rato abillai ha’na oreng se ta’ andhi’ kakowadan, tanto marenta sampe’ ataonan.
Tongkat dan teguran mendatangkan hikmat, tetapi anak yang dibiarkan mempermalukan ibunya.	Pangajaran ban babala’an andaddiyagi oreng bicaksana. Na’-kana’ se etorot bakal matodhusa ebuna.
Jika orang fasik bertambah, bertambahlah pula pelanggaran, tetapi orang benar akan melihat keruntuhan mereka.	Mon oreng jahat kobasa, sajan bannya’ oreng ta’ atoro’ parenta. Tape oreng jujur bakal sempada nangaleyana oreng jahat ancor odhi’na.
Didiklah anakmu, maka ia akan memberikan ketenteraman kepadamu, dan mendatangkan sukacita kepadamu.	Ajari ana’na ba’na, sopaja kana’ jareya madhateng kataremtemman ka ba’na, ban daddi panglepor ka atena ba’na.
Bila tidak ada wahyu, menjadi liarlah rakyat. Berbahagialah orang yang berpegang pada hukum.	Bangsa se ta’ etonton bi’ Pangeran daddi bangsa se salbut kabadha’anna. Senneng odhi’na oreng se atoro’ ka hokomma Pangeran.
Dengan kata-kata saja seorang hamba tidak dapat diajari, sebab walaupun ia mengerti, namun ia tidak mengindahkannya.	Bareng reya ta’ ekenneng balai ban caca malolo; maske ngarte, ta’ emaso’agi ka dhalem atena.
Kaulihat orang yang cepat dengan kata-katanya; harapan lebih banyak bagi orang bebal dari pada bagi orang itu.	Abannya’an pangarebban kaangguy oreng se budhu, etembang oreng se acaca ta’ kalaban epekker gallu.
Siapa memanjakan hambanya sejak muda, akhirnya menjadikan dia keras kepala.	Bareng se emanja dhari gi’ ngodhana, dhi-budhina daddi oreng se cengkal.
Si pemarah menimbulkan pertengkaran, dan orang yang lekas gusar, banyak pelanggarannya.	Oreng se dhuson atena andaddiyagi bannya’ oreng atokaran ban agabay dusa.
Keangkuhan merendahkan orang, tetapi orang yang rendah hati, menerima pujian.	Oreng se angko bakal ekababa’agiya, oreng se andhap asor bakal earga’ana.
Siapa menerima bagian dari pencuri, membenci dirinya. Didengarnya kutuk, tetapi tidak diberitahukannya.	Oreng se saleng tolong ban maleng, artena baji’ ka aba’na dibi’. Mon e pangadilan oreng rang-terrangan, tanto narema okoman. Tape mon neng-enneng ta’ ca’-ngoca’ tanto narema babaston dhari Allah.
Takut kepada orang mendatangkan jerat, tetapi siapa percaya kepada TUHAN, dilindungi.	Tako’ ka cacana oreng madhateng kasossa’an. Paparcaja ka PANGERAN, ba’na tanto aman.
Banyak orang mencari muka pada pemerintah, tetapi dari TUHAN orang menerima keadilan.	Bannya’ oreng se ngala’ ate ka pangobasa, tape se apareng pangadilan pera’ PANGERAN.
Orang bodoh adalah kekejian bagi orang benar, orang yang jujur jalannya adalah kekejian bagi orang fasik.	Oreng becce’ ta’ lebur ka oreng jahat. Oreng jahat baji’ ka oreng becce’.
Orang fasik lari, walaupun tidak ada yang mengejarnya, tetapi orang benar merasa aman seperti singa muda.	Oreng jahat buru maske ta’ eserser oreng, tape oreng jujur bangal akantha macan.
Karena pemberontakan negeri banyaklah penguasa-penguasanya, tetapi karena orang yang berpengertian dan berpengetahuan tetaplah hukum.	Mon bangsa andhi’ dusa, pangobasana ate-gante salanjangnga; mon pamimpin bicaksana, bangsa kowat ban jaja saterrossa.
Orang miskin yang menindas orang-orang yang lemah adalah seperti hujan deras, tetapi tidak memberi makanan.	Pangobasa se nendhes oreng mesken, akantha ojan lebat se marosak hasella anye.
Orang yang mengabaikan hukum memuji orang fasik, tetapi orang yang berpegang pada hukum menentangnya.	Sapa se ngenthengngagi hokom, noro’ ka oreng jahat; se atoro’ ka hokom nangtang oreng se bejjat.
Orang yang jahat tidak mengerti keadilan, tetapi orang yang mencari TUHAN mengerti segala sesuatu.	Oreng daraka ta’ ngarte ka kaadilan, tape oreng se abakte ka PANGERAN ngarte ongguwan.
Lebih baik orang miskin yang bersih kelakuannya dari pada orang yang berliku-liku jalannya, sekalipun ia kaya.	Lebbi becce’ mesken tape bagus atena etembang oreng sogi tape ta’ jujur tengkana.
Orang yang memelihara hukum adalah anak yang berpengertian, tetapi orang yang bergaul dengan pelahap mempermalukan ayahnya.	Oreng ngodha se ta’at ka hokom reya oreng bicaksana. Tape se abarengngan ban oreng se wang-mowang pesse matodhusan eppa’na.
Orang yang memperbanyak hartanya dengan riba dan bunga uang, mengumpulkan itu untuk orang-orang yang mempunyai belas kasihan kepada orang-orang lemah.	Oreng se sogi ollena ngala’ budhu’na pesse ban ngoro’ kaontongan sabannya’na, dhi’-andhi’na bakal gaggara ka oreng se neser ka oreng mesken.
Siapa memalingkan telinganya untuk tidak mendengarkan hukum, juga doanya adalah kekejian.	Mon ba’na ta’ atoro’ ka hokomma Allah, Allah bakal baji’a keya ka du’ana ba’na.
Siapa menyesatkan orang jujur ke jalan yang jahat akan jatuh ke dalam lobangnya sendiri, tetapi orang-orang yang tak bercela akan mewarisi kebahagiaan.	Sapa se nyacae oreng jujur eajak alako jahat, aba’na dibi’ bakal maso’a ka dhalem jebbak. Oreng se berse atena bakal eberkadana sampe’ senneng odhi’na.
Orang kaya menganggap dirinya bijak, tetapi orang miskin yang berpengertian mengenal dia.	Oreng sogi ros-terrosan apangrasa aba’na bicaksana, tape oreng mesken se tenggi buddina tao sapa sanyatana aba’na.
Jika orang benar menang, banyaklah pujian orang, tetapi jika orang fasik mendapat kekuasaan, orang menyembunyikan diri.	Mon oreng becce’ kobasa, kabbi padha perak, mon oreng jahat marenta, ra’yat ngetek ta’ kalowaran.
Siapa menyembunyikan pelanggarannya tidak akan beruntung, tetapi siapa mengakuinya dan meninggalkannya akan disayangi.	Sapa se ngerrep dusana ta’ kera ontong odhi’na. Sapa se ngakone dusana ban ta’ agabay dusa pole bakal ekabellasana Pangeran.
Berbahagialah orang yang senantiasa takut akan TUHAN, tetapi orang yang mengeraskan hatinya akan jatuh ke dalam malapetaka.	Hormadi terros PANGERAN, tanto ba’na senneng odhi’na. Mon ba’na ta’ atoro’ ka Salerana, ba’na tanto calaka’.
Seperti singa yang meraung atau beruang yang menyerbu, demikianlah orang fasik yang memerintah rakyat yang lemah.	Oreng jahat se ngobasane oreng se kakorangan, akantha macan se agaung otaba baruwang se nyerranga.
Seorang pemimpin yang tidak mempunyai pengertian keras penindasannya, tetapi orang yang membenci laba yang tidak halal, memperpanjang umurnya.	Pangobasa se nendhes oreng laen, ta’ andhi’ akkal se baras; pangobasa se baji’ ka sabarang se ta’ jujur bakal marenta’a sampe’ ataonan.
Orang yang menanggung darah orang lain akan lari sampai ke liang kubur. Janganlah engkau menahannya!	Sapa se mate’e oreng bakal apangrasa’a eserser terros sampe’ ajalla; tadha’ oreng se bisa’a ngalang oreng jareya.
Siapa berlaku tidak bercela akan diselamatkan, tetapi siapa berliku-liku jalannya akan jatuh ke dalam lobang.	Oreng se odhi’na tadha’ calena bakal salamedda, oreng se ta’ loros odhi’na bakal labuwa.
Siapa mengerjakan tanahnya akan kenyang dengan makanan, tetapi siapa mengejar barang yang sia-sia akan kenyang dengan kemiskinan.	Oreng tane se alako berra’ cokop se ekakana, tape se wang-mowang bakto bakal kakorangana.
Orang yang dapat dipercaya mendapat banyak berkat, tetapi orang yang ingin cepat menjadi kaya, tidak akan luput dari hukuman.	Oreng se jujur bakal eberkadana Pangeran, tape oreng se terro ceppedda sogi, ta’ lopot dhari okoman.
Memandang bulu tidaklah baik, tetapi untuk sekerat roti orang membuat pelanggaran.	Ta’ becce’ ada’-bida’agi oreng; tape badha keya hakim se roce pera’ kaangguy ngaolle pesse sakone’.
Orang yang kikir tergesa-gesa mengejar harta, dan tidak mengetahui bahwa ia akan mengalami kekurangan.	Oreng se dhakka terro duliya sogi; oreng jareya ta’ apangrasa ja’ aba’na bakal lekkassa mesken.
Siapa menegur orang akan kemudian lebih disayangi dari pada orang yang menjilat.	Sapa se maenga’ kasala’anna oreng laenna dhi-budhina lebbi eargai etembang oreng se lem-ngalem.
Siapa merampasi ayah dan ibunya dan menyangka bahwa itu bukan suatu pelanggaran, ia sendiri adalah kawan si perusak.	Sapa se ngeco’ dhi’-andhi’na oreng towana ban nyangka jareya ta’ dusa, tadha’ bidana ban maleng laenna.
Orang yang loba, menimbulkan pertengkaran, tetapi siapa percaya kepada TUHAN, diberi kelimpahan.	Oreng se pera’ mekkere aba’na dibi’ matokaran; ba’na aontongan mon parcaja ka PANGERAN.
Siapa percaya kepada hatinya sendiri adalah orang bebal, tetapi siapa berlaku dengan bijak akan selamat.	Sapa se ngandellagi pekkeranna dibi’, akkalla ta’ baras. Sapa se atoro’ ka pangajaranna oreng bicaksana bakal salamedda.
Siapa memberi kepada orang miskin tak akan berkekurangan, tetapi orang yang menutup matanya akan sangat dikutuki.	Sapa se aberri’ ka oreng mesken ta’ kera kakorangan. Sapa se notop matana ka kabutowanna oreng mesken bakal ekennenga babaston.
Jika orang fasik mendapat kekuasaan, orang menyembunyikan diri, tetapi jika mereka binasa, bertambahlah jumlah orang benar.	Mon oreng jahat neggu’ kakobasa’an, ra’yat ngetek ta’ kalowaran; mon oreng jahat mate, oreng se adil bakal bebasa mimpin ra’yat.
Janganlah memuji diri karena esok hari, karena engkau tidak tahu apa yang akan terjadi hari itu.	Ja’ asebbal parkara lagguna, sabab ba’na ta’ tao apa se kadaddiyana dhaggi’.
Biarlah orang lain memuji engkau dan bukan mulutmu, orang yang tidak kaukenal dan bukan bibirmu sendiri.	Ja’ ngalemman aba’ dibi’, dina se ngalem me’ oreng laen bai, la’-mala’ reng-oreng se ba’na gi’ ta’ kennal.
Batu adalah berat dan pasirpun ada beratnya, tetapi lebih berat dari kedua-duanya adalah sakit hati terhadap orang bodoh.	Bato ban beddhi reya gi’ dhammang mon ebandhingngagi ban sake’na ate se esababbagi oreng budhu.
Panas hati kejam dan murka melanda, tetapi siapa dapat tahan terhadap cemburu?	Kapeggellan reya kejjem ban marosagan, tape ta’ saapa mon ebandhing ban tamburuwan.
Lebih baik teguran yang nyata-nyata dari pada kasih yang tersembunyi.	Lebbi becce’ malae rang-terrangan etembang kataresna’an se ta’ eduduwagi.
Seorang kawan memukul dengan maksud baik, tetapi seorang lawan mencium secara berlimpah-limpah.	Kanca reya mokol kalaban kataresna’an, tape moso agellu’ bi’ racon.
Orang yang kenyang menginjak-injak madu, tetapi bagi orang yang lapar segala yang pahit dirasakan manis.	Mon kennyang, maske maddu etolak; mon lapar, se pae’ ekarassa nyaman.
Seperti burung yang lari dari sarangnya demikianlah orang yang lari dari kediamannya.	Oreng se adina’agi bengkona, padha ban mano’ se ondur dhari lebunna.
Minyak dan wangi-wangian menyukakan hati, tetapi penderitaan merobek jiwa.	Mennya’ ro’om ban om-ro’oman laenna masenneng ate, bariya keya kabecce’anna kanca masegger sokma.
Jangan kautinggalkan temanmu dan teman ayahmu. Jangan datang di rumah saudaramu pada waktu engkau malang. Lebih baik tetangga yang dekat dari pada saudara yang jauh.	Ja’ paloppa ka kancana ba’na otabana kancana eppa’na. E dhalem kasossa’an ja’ menta tolong ka taretanna; tatangga se semma’ lebbi aguna etembang taretan se badha e jauna.
Anakku, hendaklah engkau bijak, sukakanlah hatiku, supaya aku dapat menjawab orang yang mencela aku.	Na’, ba’na pabicaksana, sopaja sengko’ senneng ban ngenneng nyaot mon badha oreng se nyale sengko’ reya.
Kalau orang bijak melihat malapetaka, bersembunyilah ia, tetapi orang yang tak berpengalaman berjalan terus, lalu kena celaka.	Oreng bicaksana nyengla mon badha babaja, oreng budhu nyander sampe’ calaka’.
Ambillah pakaian orang yang menanggung orang lain, dan tahanlah dia sebagai sandera ganti orang asing.	Sapa se endha’ nanggung otangnga oreng laenna, dhi’-andhi’na kodu ekala’ menangka tanggunganna janjina.
Siapa pagi-pagi sekali memberi selamat dengan suara nyaring, hal itu akan dianggap sebagai kutuk baginya.	Oreng se gu-laggu aberri’ salam ka kancana epakaja sowarana, eanggep ngoca’agi la’nat.
Seorang isteri yang suka bertengkar serupa dengan tiris yang tidak henti-hentinya menitik pada waktu hujan.	Bine se dujan atokaran akantha ojan se saare benteng toron ros-terrosan.
Siapa menahannya menahan angin, dan tangan kanannya menggenggam minyak.	Bine se kantha jareya ta’ kera bisa esoro neng-enneng, akantha angen se ta’ ekenneng tahan ban mennya’ se ta’ ekenneng pergem e tanang.
